AltitudeVariation;VehicleSpeedInstantaneous;VehicleSpeedAverage;VehicleSpeedVariance;VehicleSpeedVariation;LongitudinalAcceleration;EngineLoad;EngineCoolantTemperature;ManifoldAbsolutePressure;EngineRPM;MassAirFlow;IntakeAirTemperature;VerticalAcceleration;FuelConsumptionAverage;roadSurface;traffic;drivingStyle
-3,699996948;5,399999619;;;0,899999619;-0,6093;52,15686417;23;102;803,5;6,800000191;13;0,0667;56,32804871;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-5,099998474;5,399999619;;;0;-0,5907;51,76470566;23;102;813,5;6,71999979;13;-0,0006;54,86645889;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-4,800003052;5,399999619;;;0;-0,5587;50,98039246;23;102;804,5;6,690000057;13;-0,0808;53,69940948;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-5,400001526;5,399999619;;;0;-0,5966;43,52941132;23;102;808;6,739999771;13;-0,0518;52,80303192;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-4,5;5,399999619;;;0;-0,6421;43,52941132;23;102;817;6,610000134;13;-0,0361;53,94781494;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-4;4,5;;;-0,899999619;-0,6591;49,80392075;23;102;805;6,800000191;13;-0,028;57,04571533;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-2,800003052;4,5;;;0;-0,813;49,80392075;23;102;722,5;6,880000114;13;0,1031;57,04571533;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-1,5;0;;;-4,5;-0,8664;85,49019623;23;102;727;9,020000458;13;0,1873;58,7159996;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-1,699996948;1,799999952;;;1,799999952;-0,8367;72,54901886;23;102;960;13,57999992;13;0,2619;58,55068588;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
1;3,599999905;;;1,799999952;-0,6171;58,03921509;23;103;1429,5;16,96999931;14;0,1754;57,69861984;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
1,199996948;5,399999619;;;1,799999714;-0,6614;31,76470566;23;102;843,5;7,269999981;14;0,2591;52,24809265;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0,300003052;10,79999924;;;5,399999619;-0,7727;95,29412079;23;102;856,5;11,63000011;14;0,2915;50,22654724;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,099998474;11,69999981;;;0,900000572;-1,0023;87,84313965;23;103;1107,5;14,65999985;14;0,4444;48,1479187;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-1;11,69999981;;;0;-1,1528;75,6862793;24;103;1314;16,52000046;14;0,5485;46,27617264;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-1,999996185;12,59999943;;;0,899999619;-1,1869;62,35294342;24;103;1500;17,71999931;14;0,5908;44,62319183;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-1,5;14,39999962;;;1,800000191;-1,0593;26,66666794;24;102;1553,5;19,02000046;14;0,5271;43,30266953;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-3,300003052;25,19999886;;;10,79999924;-1,0152;0;24;102;1402;17,32999992;14;0,3601;42,14192963;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-4,5;23,39999962;;;-1,799999237;-0,9221;0;24;102;1228,5;17,32999992;14;0,3318;42,14192963;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-5,100002289;20,69999886;;;-2,700000763;-0,8476;5,882352829;24;102;1032;15,52000046;14;0,2449;41,22040176;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-4,299999237;18;;;-2,699998856;-0,813;18,8235302;24;102;906,5;8,609999657;14;0,2372;39,23657608;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-5,200000763;15,29999924;;;-2,700000763;-0,7812;32,94117737;24;102;852;6,800000191;13;0,2483;37,24871445;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-4,200000763;14,39999962;;;-0,899999619;-0,88;45,09804153;24;102;852;6,46999979;13;0,2574;35,64289856;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-3,199996948;13,5;;;-0,899999619;-0,747;61,56863022;24;102;793;6,190000057;14;0,2812;34,35416412;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-2,400001526;12,59999943;;;-0,900000572;-0,7791;99,21569061;25;102;793,5;10,32999992;14;0,2672;34,12001419;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-3;12,59999943;;;0;-0,672;62,35294342;25;102;927,5;12,43999958;14;0,2738;33,94451904;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-2,799999237;15,29999924;;;2,699999809;-0,5969;27,05882454;25;102;1050;10,07999992;13;0,2779;33,29111481;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-2,5;17,10000038;;;1,800001144;-0,3621;41,17647171;25;102;1012,5;7,21999979;13;0,0699;32,09558105;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-2,799999237;16,19999886;;;-0,900001526;-0,2352;41,17647171;25;102;808,5;6,610000134;13;-0,0831;31,130476;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-4,299999237;14,39999962;;;-1,799999237;-0,3132;41,17647171;25;102;803,5;6,739999771;13;-0,2868;30,66162682;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-3,700000763;12,59999943;;;-1,800000191;-0,4999;40;25;102;807,5;6,579999924;14;-0,2119;30,31799698;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-4,600002289;11,69999981;;;-0,899999619;-0,4905;40,39215851;25;102;795,5;5,610000134;14;-0,2391;29,93796539;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-5,200000763;10,79999924;;;-0,900000572;-0,4862;96,47058868;25;102;758,5;8,359999657;14;-0,1203;29,8734417;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-5,299999237;10,79999924;;;0;-0,3416;68,23529816;25;102;1020;8,220000267;14;-0,2854;29,71500015;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-5,900001526;10,79999924;;;0;-0,3705;40;25;102;800;5,659999847;14;-0,2548;29,17168045;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-5;10,79999924;;;0;-0,4111;59,60784531;25;102;811;7,300000191;14;-0,4026;28,85569;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-3,5;10,79999924;;;0;-0,6134;55,68627548;26;101;851,5;11,07999992;14;-0,3453;28,83989143;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-3,5;11,69999981;;;0,900000572;-0,876;98,8235321;26;102;1086,5;14,47000027;14;-0,1626;28,82393646;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-2,799999237;11,69999981;;;0;-1,0248;83,92156982;26;105;1377,5;18,27000046;14;-0,1041;28,79202461;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-1,599998474;18;;;6,300000191;-1,1686;70,58823395;26;109;1617,5;22,36000061;14;0,0302;28,78459167;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,599998474;24,29999924;8,72068933;46,84377225;6,299999237;-1,2903;67,05882263;26;115;1809;22,36000061;15;0,1468;28,78459167;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0,099998474;27,89999962;9,045762385;52,270798;3,600000381;-1,4038;0;26;107;947,5;23,12999916;17;0,2022;28,72807312;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,200000763;30,59999847;9,404999653;59,12793716;2,699998856;-1,3209;28,23529434;26;103;797;10,13000011;17;0,1834;27,79902077;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,899997711;29,69999886;9,899999634;64,36067403;-0,899999619;-1,4974;0;26;101;1112;6,050000191;15;0,2099;26,15026093;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,900001526;28,79999924;10,37999962;68,51958917;-0,899999619;-1,3275;71,76470947;26;102;1150;11,73999977;15;0,2898;25,72126579;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-1,400001526;27,89999962;10,84499962;71,67607236;-0,899999619;-1,518;66,66666412;26;102;1150;14,05000019;14;0,2122;25,44197655;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-1,200000763;28,79999924;11,3249996;74,91241126;0,899999619;-1,5972;65,88235474;27;102;1218,5;14,57999992;14;0,1779;25,15500259;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,200000763;30,59999847;11,83499958;78,77112257;1,799999237;-1,6831;61,96078491;27;102;1288;14,55000019;14;0,2392;24,85887527;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,700000763;32,39999771;12,37499954;83,2686808;1,799999237;-1,8255;57,64706039;27;102;1333;14,90999985;14;0,2365;24,57504845;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,5;33,29999924;12,92999953;87,781113;0,900001526;-1,7848;40,7843132;27;102;1368,5;14,85999966;14;0,3247;24,28318214;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,5;34,20000076;13,49999954;92,28508018;0,900001526;-1,8743;0;27;102;1379;17,04999924;14;0,3604;24,09908295;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0,200000763;33,29999924;14,05499953;95,52759716;-0,900001526;-1,9473;0;27;102;1302;16,57999992;14;0,3416;23,92586327;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
2;30,59999847;14,5349995;97,38739338;-2,700000763;-1,818;1,176470637;27;102;1213,5;15,48999977;14;0,1405;23,77840042;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
1,600002289;29,69999886;14,98499949;98,70535928;-0,899999619;-1,7693;4,705882549;27;102;1118;11,10999966;14;0,1973;23,47639656;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
2,400001526;27,89999962;15,40499948;98,79505439;-1,799999237;-1,5092;52,94117737;27;102;1065;11,10999966;14;-0,0216;23,24152184;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
2,899997711;26,09999847;15,79499946;97,84318978;-1,800001144;-1,3203;53,33333588;28;102;1050,5;9,239999771;14;0,0258;22,89801598;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
2,599998474;26,09999847;16,15499943;97,34895237;0;-1,1716;9,8039217;28;102;993,5;8,18999958;14;0,0171;22,51869202;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
3,200000763;26,09999847;16,49999942;96,94372332;0;-0,8344;33,33333206;28;102;774,5;6,239999771;14;-0,0658;21,98398209;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
2,5;23,39999962;16,79999942;95,57084208;-2,699998856;-0,6664;37,25490189;28;102;793,5;6,380000114;14;-0,1473;21,57760811;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
2,200000763;20,69999886;17,0549994;93,55979972;-2,700000763;-0,5864;38,03921509;28;102;801,5;6,46999979;14;-0,2255;21,30664635;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
2,200000763;18,89999962;17,2949994;90,88725762;-1,799999237;-0,4839;38,4313736;28;102;804;6,440000057;14;-0,3459;21,14414406;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
1,899997711;16,19999886;17,47499938;88,47647807;-2,700000763;-0,4591;38,82352829;28;102;799;6,360000134;14;-0,3641;21,01474953;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
2,299999237;15,29999924;17,63999938;86,05769005;-0,899999619;-0,3935;39,2156868;28;102;802,5;6,380000114;14;-0,3554;20,95396996;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0,699996948;13,5;17,77499938;83,7903765;-1,799999237;-0,3015;39,2156868;29;102;792,5;6,380000114;14;-0,3532;20,95396996;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,399997711;10,79999924;17,86499938;82,01112239;-2,700000763;-0,2869;39,60784531;29;102;800;6,440000057;14;-0,5138;20,9895153;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,399997711;8,099999428;17,90999937;80,99175807;-2,699999809;-0,0989;40;29;102;799;6,519999981;14;-0,5267;21,1469326;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,700000763;4,5;17,90999937;80,99175807;-3,599999428;-0,0176;40;29;102;801;6,550000191;14;-0,5269;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,5;2,699999809;17,87999937;81,86399542;-1,800000191;0,0124;40,39215851;29;102;801;6,380000114;14;-0,5225;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,5;0;17,87999937;81,86399542;-2,699999809;0,1081;40;29;102;798,5;6,409999847;14;-0,4785;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,799999237;0;17,84999937;82,8991479;0;0,1467;40,39215851;29;102;800;6,519999981;14;-0,4792;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-1,299999237;0;17,78999937;84,85413083;0;0,2198;40,39215851;29;102;805;6,409999847;14;-0,5342;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-2;0;17,69999938;87,60813055;0;0,2701;40,7843132;29;102;802,5;6,409999847;14;-0,4656;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-1,5;0;17,51999939;92,07823185;0;0,2731;41,96078491;29;102;799,5;6,440000057;14;-0,4318;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,600002289;0;17,3249994;96,66800276;0;0,2825;41,96078491;29;102;796,5;6,380000114;14;-0,4036;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,600002289;0;17,1299994;101,1804347;0;0,1831;41,96078491;29;102;802;6,550000191;14;-0,3194;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,5;0;16,91999941;105,7612818;0;0,0465;41,96078491;29;102;799;6,380000114;14;-0,2862;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,299999237;0;16,67999942;110,4473832;0;0,0406;41,5686264;30;102;798;6,46999979;14;-0,3077;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,200000763;0;16,25999943;113,7532813;0;-0,0349;41,96078491;30;102;801;6,329999924;14;-0,3095;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,200000763;0;15,86999944;117,2156878;0;-0,0988;40,7843132;30;102;808,5;6,440000057;14;-0,2886;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,099998474;0;15,52499946;120,9680011;0;-0,1108;40,39215851;30;102;802,5;6,409999847;14;-0,2469;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0;0;15,22499946;124,8578313;0;-0,124;40,39215851;30;102;801;6,409999847;14;-0,1954;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0,100002289;0;14,96999947;128,7204327;0;-0,1002;40,39215851;30;102;797,5;6,360000134;14;-0,2067;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0,200000763;0;14,72999948;132,4546698;0;-0,1497;40,7843132;30;102;802,5;6,489999771;14;-0,1683;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0,100002289;0;14,50499948;136,0550509;0;-0,2089;40;30;102;799,5;6,489999771;14;-0,1463;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0,099998474;0;14,29499949;139,5147116;0;-0,3019;40;30;102;799;6,489999771;14;-0,0639;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0,099998474;0;14,0849995;142,8846775;0;-0,3884;40,39215851;30;102;784;6,329999924;14;0,0456;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0;0;13,82999951;146,1560247;0;-0,4891;72,15686035;30;102;739,5;5,909999847;14;0,0616;21,39291573;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0,099998474;0,899999976;13,5599995;148,7342956;0,899999976;-0,5123;83,52941132;30;102;782,5;7,159999847;14;0,0797;21,6427021;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0,399997711;3,599999905;13,34999952;150,2527023;2,699999928;-0,4957;32,94117737;30;102;782,5;9,770000458;14;0,0467;21,80363846;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,100002289;7,199999809;13,22999952;150,8604311;3,599999905;-0,5356;36,86274719;31;102;906,5;7,050000191;14;0,0528;21,90742683;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,299999237;7,199999809;13,13999953;151,461753;0;-0,6297;63,52941132;31;102;832;6,769999981;14;0,1286;22,00124359;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,5;7,199999809;13,06499953;152,018914;0;-0,7211;27,45098114;31;102;995;9,159999847;14;0,0365;22,12496567;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,400001526;7,199999809;13,00499954;152,5113207;0;-0,7067;33,33333206;31;102;984;9,239999771;14;0,0224;22,2482605;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,099998474;8,099999428;12,95999954;152,8346343;0,899999619;-0,8906;73,72549438;31;102;877,5;8,18999958;14;0,131;22,37186241;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,200000763;8,099999428;12,91499955;153,1538292;0;-0,8443;0;31;101;1234,5;15,32999992;14;0,0775;22,53336143;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0,5;8,099999428;12,86999955;153,4689055;0;-0,9562;0;31;102;806;7,489999771;14;0,0389;22,50747681;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0,700000763;9;12,83999956;153,6492105;0,900000572;-1,0712;55,68627548;31;102;779;10,55000019;14;-0,0496;22,57136154;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0,700000763;12,59999943;12,85499956;153,6279308;3,599999428;-1,1502;96,07843018;31;103;1059;14,15999985;14;-0,0733;22,6219635;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0,900001526;17,10000038;12,94499957;153,9025072;4,500000954;-1,155;77,64705658;31;104;1317,5;17,15999985;14;0,0354;22,66715622;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
0,399997711;20,69999886;12,98999955;154,486668;3,599998474;-1,1058;60,7843132;31;104;1461,5;18,32999992;14;0,0119;22,70561218;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,5;23,39999962;12,97499955;154,1551173;2,700000763;-1,028;0;31;102;1425,5;16,98999977;14;-0,0356;22,73582077;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,799999237;21,59999847;12,86999953;151,629244;-1,800001144;-1,0375;60,39215851;31;104;1376,5;18,79999924;15;0,0071;22,78838921;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-1,100002289;21,59999847;12,71999953;147,5700918;0;-1,0618;70,98039246;31;110;1652;22,57999992;16;0,0695;22,84340286;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-4,599998474;25,19999886;12,64499953;145,3174224;3,600000381;-1,025;68,23529816;31;118;1859,5;19,86000061;16;0,0095;22,84132576;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-5,200000763;28,79999924;12,64499953;145,3174224;3,600000381;-0,8397;23,52941132;31;104;825;7,409999847;18;-0,0134;22,40815544;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-6,299999237;29,69999886;12,67499952;146,3022355;0,899999619;-0,8082;95,6862793;31;104;1199,5;7,409999847;17;0,0046;22,40815544;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-7,399997711;28,79999924;12,67499952;146,3022355;-0,899999619;-0,8744;86,66667175;32;109;1338;15,97000027;15;0,0575;22,35051346;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-7,400001526;31,5;12,68999955;146,8626009;2,700000763;-0,9272;77,64705658;32;113;1449,5;17,79999924;16;-0,0115;22,29746628;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-6,899997711;34,20000076;12,7199996;148,1192471;2,700000763;-1,0774;74,90196228;32;117;1553;20,69000053;17;0,081;22,26327896;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-6;36,89999771;12,77999957;150,8467034;2,699996948;-1,0952;73,72549438;32;119;1553;21,96999931;19;0,161;22,22376823;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-5,700000763;39,59999847;12,86999953;155,2536507;2,700000763;-1,0775;69,01960754;32;121;1639,5;23,27000046;20;0,1419;22,1869545;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-5,699996948;41,39999771;13,00499951;161,9567424;1,799999237;-0,9212;25,49019623;32;121;1746,5;22,94000053;21;0,1806;22,13340378;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-2,099998474;43,19999695;13,21499948;172,1178929;1,799999237;-0,8173;0,392156869;32;109;1770;23,36000061;20;0,1456;22,07969666;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-1,699996948;43,19999695;13,43999945;182,6993738;0;-0,5835;0;32;106;1691,5;22,32999992;18;-0,0326;22,02807236;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-0,600002289;40,5;13,64999946;191,5215098;-2,699996948;-0,5737;0;32;104;1591;20,48999977;17;0,0119;21,97496605;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
1,399997711;38,70000076;13,8599995;199,4851384;-1,799999237;-0,4242;0;32;104;1496;18,86000061;16;0,0357;21,91515732;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
2,5;36;14,02499952;205,2263002;-2,700000763;-0,2853;0;33;103;1378;17,36000061;15;0,1047;21,85802078;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
3,799999237;33,29999924;14,14499953;209,0374191;-2,700000763;-0,2075;0;33;103;1289;16,29999924;15;0,1085;21,80218315;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
4,700000763;33,29999924;14,30999953;213,7768341;0;-0,1766;1,960784316;33;103;1185,5;10,73999977;15;-0,0019;21,63534737;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
5;33,29999924;14,51999953;219,1521222;0;-0,2192;27,45098114;33;102;776,5;5,940000057;15;0,0203;21,22508812;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
4,5;27;14,65499954;221,4482665;-6,299999237;-0,254;41,96078491;33;102;865,5;7,110000134;15;0,0633;20,96957016;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
3,599998474;26,09999847;14,81999953;223,6002576;-0,900001526;-0,2141;31,37254906;33;102;763;5,769999981;15;0,0199;20,6879158;UnevenCondition;NormalCongestionCondition;EvenPaceStyle
-3,199996948;7,199999809;12,64499961;36,53031188;-0,899999619;-0,1387;37,25490189;44;102;785;5,550000191;16;-0,1963;20,42724991;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
-3;4,5;12,71999961;34,93891363;-2,699999809;-0,0984;35,29411697;44;102;787;5,630000114;16;-0,236;20,43152046;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
-3,400001526;3,599999905;12,7649996;33,97858318;-0,900000095;-0,0485;36,86274719;44;102;787;5,550000191;16;-0,2989;20,44956398;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
-2,900001526;2,699999809;12,7799996;33,65755782;-0,900000095;-0,1145;36,47058868;44;102;783;5,409999847;16;-0,2311;20,4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
-3,000003815;0;12,7499996;34,38152387;-2,699999809;-0,1384;39,60784531;44;102;783;5,46999979;16;-0,1754;20,4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
-3,199996948;0;12,70499961;35,42285428;0;-0,1848;38,82352829;44;102;776,5;5,409999847;16;-0,1728;20,4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
-3,199996948;0;12,65999961;36,46006605;0;-0,2089;38,4313736;44;102;790;5,519999981;16;-0,1603;20,4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
-1,899997711;0;12,59999961;37,78169309;0;-0,1968;38,03921509;44;102;788;5,630000114;16;-0,1745;20,4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
-0,799999237;0;12,40499961;40,42014208;0;-0,2062;38,4313736;44;102;782;5,550000191;16;-0,1223;20,4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
-0,200000763;0;12,19499962;42,98285379;0;-0,1662;37,25490189;44;102;783,5;5,519999981;16;-0,1069;20,4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
-0,200000763;0;11,96999962;45,42315023;0;-0,1658;37,25490189;44;102;787;5,489999771;16;-0,1191;20,4844017;FullOfHolesCondition;HighCongestionCondition;EvenPaceStyle
